isolate,year,state,region,country,continent,vir_cutoff,Pc14,Pc35,Pc36,Pc38,Pc39,Pc40,Pc45,Pc46,Pc48,Pc50,Pc51,Pc52,Pc53,Pc54,Pc55,Pc56,Pc57,Pc58,Pc59,Pc60,Pc61,Pc62,Pc63,Pc64,Pc67,Pc68,Pc70,Pc71,Pc91,Pc94,Pc96,MARVELOUS,H548,IAB605Xsel.,WIX4361-9,TAM-O-405,Belle,HiFi,Leggett,Stainless
93MNB-412,1993,MN,North,USA,N_America,3,4,4,2,1,1,3,1,1,1,4,3,1,0,2,1,4,NA,2,1,3,3,1,1,2,NA,0,0,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-452,1993,MN,North,USA,N_America,3,4,3,NA,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,3,2,NA,3,0,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-465,1993,MN,North,USA,N_America,3,4,1,3,0,1,4,0,1,NA,1,4,0,0,0,1,0,NA,NA,0,NA,3,0,0,0,NA,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-466,1993,MN,North,USA,N_America,3,4,1,2,4,4,4,0,1,0,0,1,NA,0,1,4,1,0,NA,1,3,NA,1,4,1,NA,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-467,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,1,1,1,1,NA,1,0,1,4,1,0,0,NA,1,NA,1,4,NA,3,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-468,1993,MN,North,USA,N_America,3,4,1,3,4,1,4,0,4,1,NA,3,1,0,1,2,3,0,NA,NA,3,NA,1,3,1,3,0,NA,2,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-469,1993,MN,North,USA,N_America,3,4,1,2,2,2,2,0,1,0,0,4,0,0,1,2,2,0,NA,NA,3,3,1,2,1,4,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-470,1993,MN,North,USA,N_America,3,4,1,4,3,3,4,1,3,1,1,4,1,1,3,3,4,NA,NA,1,NA,NA,1,3,1,2,1,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-471,1993,MN,North,USA,N_America,3,4,1,NA,1,1,3,1,1,0,0,4,NA,0,4,1,NA,1,NA,NA,3,3,1,1,1,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-472,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,NA,1,1,1,4,NA,0,1,4,2,0,NA,NA,NA,NA,1,4,1,3,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-473,1993,MN,North,USA,N_America,3,1,NA,1,4,1,1,1,1,NA,NA,4,0,NA,4,1,1,0,0,NA,3,3,NA,1,NA,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-474,1993,MN,North,USA,N_America,3,4,4,2,4,4,4,0,1,1,0,3,NA,NA,2,3,NA,1,1,NA,3,2,1,4,1,1,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-475,1993,MN,North,USA,N_America,3,4,1,1,4,0,4,0,2,NA,0,4,0,0,2,0,2,0,NA,0,3,3,0,3,2,2,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-476,1993,MN,North,USA,N_America,3,4,4,3,1,1,NA,0,2,1,0,4,NA,0,1,1,2,NA,2,NA,3,4,1,1,2,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-477,1993,MN,North,USA,N_America,3,4,4,2,1,1,2,1,2,1,0,4,1,1,2,1,1,1,2,NA,3,3,1,1,2,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93MNB-478,1993,MN,North,USA,N_America,3,4,NA,2,1,1,4,0,2,2,0,4,2,0,1,1,2,1,4,3,4,4,1,1,1,1,0,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNB-479,1993,MN,North,USA,N_America,3,4,0,1,4,4,4,0,4,1,1,1,1,NA,1,4,1,1,0,NA,1,1,1,4,1,1,0,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
93MNB-480,1993,MN,North,USA,N_America,3,4,1,NA,1,1,4,1,2,1,1,3,0,NA,1,1,2,1,1,NA,3,4,1,1,2,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93MNB-482,1993,MN,North,USA,N_America,3,4,NA,1,4,1,3,0,2,0,0,1,0,0,1,1,2,0,1,0,3,4,1,3,1,1,0,0,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNB-483,1993,MN,North,USA,N_America,3,4,4,2,4,4,4,0,2,1,1,4,2,0,1,3,3,1,2,1,3,3,1,3,2,2,0,3,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-484,1993,MN,North,USA,N_America,3,4,4,1,2,1,2,0,2,1,0,1,0,1,1,1,1,1,2,NA,3,1,1,1,1,2,0,3,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-485,1993,MN,North,USA,N_America,3,4,1,2,0,1,NA,0,2,1,NA,4,1,0,1,1,2,0,0,1,1,1,1,0,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-487,1993,MN,North,USA,N_America,3,4,4,1,1,1,4,0,3,1,NA,4,1,0,3,NA,1,0,NA,3,NA,NA,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-488,1993,MN,North,USA,N_America,3,4,1,1,1,1,3,NA,NA,NA,1,NA,1,1,3,1,2,1,1,1,NA,2,1,1,2,4,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-489,1993,MN,North,USA,N_America,3,4,2,2,1,1,4,0,4,1,0,4,1,1,1,1,1,0,1,NA,2,1,1,1,1,NA,0,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNB-490,1993,MN,North,USA,N_America,3,4,4,1,NA,3,3,0,2,0,NA,4,0,0,1,4,NA,1,NA,3,1,NA,1,0,1,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-491,1993,MN,North,USA,N_America,3,4,4,1,1,1,2,NA,3,0,0,0,0,0,1,1,1,1,NA,3,2,NA,1,0,1,2,0,3,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-492,1993,MN,North,USA,N_America,3,4,3,3,1,1,3,1,4,1,0,4,0,0,4,1,2,0,NA,0,3,NA,1,1,1,3,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-493,1993,MN,North,USA,N_America,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,2,NA,2,1,2,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-494,1993,MN,North,USA,N_America,3,4,3,1,1,1,3,0,3,NA,1,4,1,1,1,1,1,0,2,NA,4,4,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-495,1993,MN,North,USA,N_America,3,4,0,2,4,4,4,NA,2,1,4,NA,1,0,NA,4,2,0,0,NA,4,4,1,4,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-496,1993,MN,North,USA,N_America,3,4,1,NA,1,1,2,1,2,0,3,4,0,0,2,1,4,0,1,NA,3,3,1,0,2,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-497,1993,MN,North,USA,N_America,3,4,1,4,1,0,2,0,2,0,4,0,0,0,1,0,4,NA,NA,0,2,1,1,0,2,2,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-498,1993,MN,North,USA,N_America,3,4,4,NA,4,4,2,1,3,0,0,1,NA,0,1,4,1,NA,3,NA,2,1,1,3,NA,2,0,3,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-499,1993,MN,North,USA,N_America,3,4,1,1,1,1,2,0,4,1,1,1,NA,0,3,1,NA,NA,NA,NA,4,NA,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-500,1993,MN,North,USA,N_America,3,4,4,2,1,4,3,1,4,1,NA,1,1,1,1,4,2,0,2,NA,NA,NA,1,1,1,NA,0,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
93MNB-501,1993,MN,North,USA,N_America,3,4,4,2,4,4,NA,1,1,1,NA,4,1,1,1,4,1,1,NA,3,1,NA,1,3,2,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-502,1993,MN,North,USA,N_America,3,4,4,1,4,1,4,0,2,1,0,4,0,0,2,1,1,1,NA,NA,3,3,1,4,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-503,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,0,2,0,1,NA,0,0,1,4,1,0,0,0,2,2,1,4,NA,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-504,1993,MN,North,USA,N_America,3,4,3,NA,4,4,4,0,2,1,0,NA,0,0,1,4,1,0,1,0,1,NA,1,4,2,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-505,1993,MN,North,USA,N_America,3,4,4,2,4,4,3,1,1,1,0,4,1,0,1,4,2,0,2,NA,NA,1,1,4,2,4,0,0,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-506,1993,MN,North,USA,N_America,3,4,1,1,1,2,3,0,1,1,0,4,NA,0,1,2,2,0,1,NA,1,NA,1,0,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-507,1993,MN,North,USA,N_America,3,1,1,1,NA,1,1,1,0,1,NA,4,0,0,2,1,3,2,0,NA,2,NA,2,0,1,2,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-508,1993,MN,North,USA,N_America,3,4,4,1,3,1,4,NA,1,1,0,4,0,1,1,1,1,1,1,NA,3,3,1,1,2,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNB-509,1993,MN,North,USA,N_America,3,4,1,2,1,1,4,0,2,1,0,1,0,0,2,2,NA,0,NA,1,1,NA,1,1,1,1,0,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-510,1993,MN,North,USA,N_America,3,4,4,NA,2,4,4,0,2,0,0,4,1,0,2,4,1,0,NA,NA,3,3,1,1,1,2,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
93MNB-511,1993,MN,North,USA,N_America,3,4,4,1,4,4,4,1,4,1,0,1,0,0,2,4,1,1,NA,1,NA,NA,1,4,0,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-512,1993,MN,North,USA,N_America,3,4,1,2,4,4,4,1,2,0,NA,4,0,0,1,4,NA,1,1,1,NA,NA,NA,4,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-513,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,1,2,1,NA,4,0,0,2,4,3,NA,NA,1,2,NA,1,4,1,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNB-514,1993,MN,North,USA,N_America,3,4,1,1,4,4,4,0,1,1,0,4,NA,0,1,4,2,0,0,0,1,3,1,3,1,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-001,1993,MN,North,USA,N_America,3,4,1,4,1,1,4,0,4,0,0,4,0,NA,1,1,4,0,NA,0,1,3,3,0,1,2,0,NA,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-002,1993,MN,North,USA,N_America,3,4,2.5,2.5,2.5,3,2.5,NA,4,1,NA,1,NA,0.5,1.5,3,3,NA,NA,NA,NA,NA,1,2,1,2,0,NA,2.5,NA,NA,NA,4,2.5,NA,NA,NA,NA,NA,NA,NA
93MNBX-003,1993,MN,North,USA,N_America,3,4,4,2,4,4,NA,2,4,1,NA,1,0,1,NA,4,3,3,1,NA,NA,3,1,4,1,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-004,1993,MN,North,USA,N_America,3,4,4,1,1,1,4,0,1,1,0,4,1,0,3,1,2,0,1,NA,3,NA,1,1,1,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-005,1993,MN,North,USA,N_America,3,4,1,1,4,4,3,1,4,1,NA,4,1,0,1,4,NA,0,1,1,2,NA,1,4,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-006,1993,MN,North,USA,N_America,3,4,1,4,4,4,3,0,1,0,4,4,1,0,1,4,4,0,NA,0,1,2,1,3,1,1,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-007,1993,MN,North,USA,N_America,3,2,2.5,NA,4,4,4,0,1,0,NA,2,NA,0,0.5,4,0.5,0,NA,NA,NA,NA,1,3,1.5,4,NA,2,4,NA,NA,NA,4,2.5,NA,NA,NA,NA,NA,NA,NA
93MNBX-008,1993,MN,North,USA,N_America,3,4,1,1,1,1,4,1,1,NA,1,4,NA,0,4,1,1,0,NA,1,3,3,1,1,1,3,0,0,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-009,1993,MN,North,USA,N_America,3,4,1,1,4,4,4,1,4,1,0,4,0,0,1,4,1,0,NA,1,1,3,1,4,1,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-010,1993,MN,North,USA,N_America,3,4,4,NA,4,4,4,0,1,0,NA,0,0,0,0,4,1,0,NA,0,2,NA,1,4,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-011,1993,MN,North,USA,N_America,3,NA,1,1,4,4,4,1,1,1,NA,0,0,0,1,4,1,0,NA,NA,1,4,1,3,3,3,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-012,1993,MN,North,USA,N_America,3,4,4,1,4,4,NA,NA,1,1,1,1,0,0,1,4,1,0,1,NA,2,1,1,4,1,4,0,0,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-013,1993,MN,North,USA,N_America,3,4,2.5,NA,2.5,4,2.5,0.5,1,0.5,0.5,NA,0.5,0.5,1,4,1,0,1,NA,NA,3,1,2,NA,NA,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-014,1993,MN,North,USA,N_America,3,4,1,1,4,1,4,0,1,1,0,4,0,0,1,1,3,NA,NA,NA,3,3,1,4,1,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-015,1993,MN,North,USA,N_America,3,4,4,NA,4,4,1,NA,4,1,1,4,0,0,1,4,3,0,NA,NA,NA,2,4,4,4,4,NA,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-016,1993,MN,North,USA,N_America,3,4,1,1,2,1,4,NA,3,0,0,4,NA,0,1,1,1,0,NA,NA,3,2,1,1,1,4,0,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-017,1993,MN,North,USA,N_America,3,4,1,1,4,2,NA,0,1,1,0,4,0,0,2,2,2,0,0,NA,3,3,1,4,1,1,0,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-018,1993,MN,North,USA,N_America,3,4,4,2,4,4,NA,1,1,1,NA,1,0,0,1,4,1,0,NA,NA,NA,NA,1,3,1,4,NA,0,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-019,1993,MN,North,USA,N_America,3,4,0,4,4,4,3,0,1,0,1,4,0,0,3,4,1,0,0,NA,NA,NA,1,3,NA,1,0,0,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-020,1993,MN,North,USA,N_America,3,4,3,NA,4,4,4,0,3,0,0,4,NA,0,4,4,1,NA,NA,4,NA,1,1,4,2,3,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93MNBX-022,1993,MN,North,USA,N_America,3,1,1,4,4,4,1,0,1,1,NA,0,NA,0,3,4,4,0,NA,NA,3,1,1,4,1,1,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-023,1993,MN,North,USA,N_America,3,4,2,2,4,4,4,0,4,1,NA,4,0,0,4,3,3,NA,1,NA,3,3,1,4,1,2,1,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93MNBX-024,1993,MN,North,USA,N_America,3,4,NA,NA,4,4,4,1,4,1,1,0,0,0,1,4,NA,1,NA,NA,NA,NA,1,4,1,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-025,1993,MN,North,USA,N_America,3,4,NA,2,4,4,3,0,1,0,NA,4,0,0,1,4,4,0,NA,NA,2,NA,1,3,1,1,3,3,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-026,1993,MN,North,USA,N_America,3,4,1,NA,4,2,4,0,1,1,1,4,0,3,2,1,3,0,NA,1,3,1,1,4,NA,3,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-027,1993,MN,North,USA,N_America,3,4,NA,NA,4,4,4,1,1,1,NA,1,0,NA,1,4,2,0,0,1,2,NA,1,3,1,2,0,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-028,1993,MN,North,USA,N_America,3,4,4,NA,4,3,3,0,1,1,0,4,1,3,3,3,NA,NA,NA,NA,3,4,3,4,1,2,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-029,1993,MN,North,USA,N_America,3,4,0,NA,3,4,1,NA,1,0,0,0,0,0,NA,4,1,0,0,0,1,1,0,2,1,1,0,NA,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-030,1993,MN,North,USA,N_America,3,4,NA,NA,4,4,3,0,2,0,4,3,0,2,2,4,1,1,0,0,3,3,1,4,1,2,4,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-031,1993,MN,North,USA,N_America,3,4,1,1,4,4,3,0,2,1,4,3,NA,NA,1,4,1,1,1,NA,NA,3,1,3,1,1,3,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-032,1993,MN,North,USA,N_America,3,4,0,3,4,4,1,0,1,1,0,NA,0,0,0,4,1,0,NA,NA,1,3,1,3,1,1,1,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-033,1993,MN,North,USA,N_America,3,4,4,1,4,4,4,0,2,0,0,NA,0,NA,1,4,1,0,NA,NA,NA,NA,0,4,1,4,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-034,1993,MN,North,USA,N_America,3,4,1,NA,4,1,4,0,3,1,1,1,0,NA,1,1,3,NA,1,NA,NA,3,1,3,1,2,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-035,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,0,4,1,0,3,0,0,1,4,1,0,NA,NA,NA,NA,1,4,1,2,0,NA,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
93MNBX-036,1993,MN,North,USA,N_America,3,4,3,1,4,4,4,0,3,0,0,0,0,NA,1,4,1,0,3,NA,NA,1,1,4,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-038,1993,MN,North,USA,N_America,3,4,NA,1,1,1,4,0,1,NA,1,4,0,3,3,1,1,0,1,1,3,4,2,1,1,1,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-039,1993,MN,North,USA,N_America,3,4,4,1,4,4,2,NA,3,0,0,0,NA,0,0,4,1,0,3,NA,2,NA,0,4,1,1,0,NA,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-040,1993,MN,North,USA,N_America,3,4,1,2,0,0,4,1,2,0,0,4,0,0,2,NA,1,0,0,NA,1,1,1,0,0,1,0,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-041,1993,MN,North,USA,N_America,3,4,1,NA,1,4,4,1,4,1,4,4,0,0,1,4,1,0,NA,NA,NA,NA,1,1,1,4,0,NA,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93MNBX-042,1993,MN,North,USA,N_America,3,4,1,NA,3,1,4,1,4,1,NA,1,NA,0,1,1,2,NA,0,1,NA,NA,1,1,1,4,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-043,1993,MN,North,USA,N_America,3,4,1,1,4,1,4,0,2,1,4,4,0,NA,1,1,1,0,NA,NA,4,4,1,1,3,2,4,4,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-044,1993,MN,North,USA,N_America,3,4,1,NA,1,1,4,0,1,NA,4,4,0,0,NA,0,1,0,0,NA,4,NA,1,0,1,3,4,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-045,1993,MN,North,USA,N_America,3,4,1,1,2,1,4,0,1,0,4,4,0,NA,1,1,1,1,0,NA,4,4,2,1,1,1,4,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-046,1993,MN,North,USA,N_America,3,4,1,1,3,1,4,NA,1,NA,4,4,NA,0,1,1,1,0,NA,NA,4,4,1,2,1,2,4,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-047,1993,MN,North,USA,N_America,3,4,0,1,1,0,4,0,1,0,4,4,NA,0,0,0,1,0,NA,0,4,4,1,0,NA,2,4,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-048,1993,MN,North,USA,N_America,3,4,1,1,4,1,4,0,1,0,4,4,0,0,1,1,1,0,NA,1,NA,4,1,1,NA,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-049,1993,MN,North,USA,N_America,3,4,1,1,3,1,4,0,1,NA,1,4,0,0,1,1,1,1,0,1,NA,3,0,1,1,1,0,1,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-050,1993,MN,North,USA,N_America,3,4,1,NA,2,1,4,0,1,1,4,4,0,0,2,1,1,0,NA,NA,4,4,1,1,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-051,1993,MN,North,USA,N_America,3,4,1,NA,3,3,4,0,4,0,0,4,0,0,2,3,NA,1,NA,NA,2,1,1,3,1,2,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-052,1993,MN,North,USA,N_America,3,4,4,1,1,1,2,1,1,0,0,1,NA,1,1,1,1,0,NA,NA,NA,1,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-053,1993,MN,North,USA,N_America,3,4,4,1,4,0,1,0,1,0,NA,4,NA,NA,0,0,1,0,NA,NA,1,NA,0,3,1,2,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-054,1993,MN,North,USA,N_America,3,0,NA,1,4,4,1,1,NA,0,4,NA,0,0,1,4,NA,0,NA,NA,NA,1,1,3,1,1,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-055,1993,MN,North,USA,N_America,3,4,4,4,4,4,3,NA,1,NA,0,0,0,0,NA,4,4,0,1,NA,NA,1,1,4,1,NA,0,0,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-056,1993,MN,North,USA,N_America,3,4,1,1,4,4,4,0,1,1,1,4,0,NA,1,4,1,1,NA,1,3,2,1,4,0,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-057,1993,MN,North,USA,N_America,3,4,4,4,4,4,4,0,4,1,0,4,1,0,3,4,4,NA,NA,3,NA,NA,3,3,1,1,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-058,1993,MN,North,USA,N_America,3,4,4,3,4,1,4,0,1,2,1,3,2,0,1,1,3,1,1,NA,3,3,2,4,4,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-059,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,0,4,0,NA,0,0,0,NA,1,4,0,NA,NA,NA,0,1,3,1,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-060,1993,MN,North,USA,N_America,3,4,0,1,1,1,4,1,4,NA,0,1,1,1,2,1,1,0,0,1,NA,2,1,1,2,2,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-061,1993,MN,North,USA,N_America,3,4,1,1,4,4,4,0,3,0,NA,3,1,1,1,4,NA,0,NA,NA,NA,1,1,4,1,3,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-062,1993,MN,North,USA,N_America,3,4,1,NA,4,4,2,4,4,1,NA,4,1,0,1,4,1,1,0,NA,3,3,1,3,0,1,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-063,1993,MN,North,USA,N_America,3,4,1,NA,1,1,4,0,2,0,0,1,0,0,3,NA,3,0,NA,NA,4,4,1,0,3,2,0,0,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-064,1993,MN,North,USA,N_America,3,4,1,1,NA,4,4,NA,1,0,0,3,0,0,1,4,2,1,NA,NA,3,NA,1,2,NA,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-065,1993,MN,North,USA,N_America,3,4,1,4,4,1,3,1,4,1,4,NA,NA,NA,1,1,4,0,NA,0,NA,1,1,4,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-066,1993,MN,North,USA,N_America,3,4,NA,1,4,4,1,0,1,0,NA,1,1,0,1,4,2,0,NA,NA,NA,1,1,4,NA,NA,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-067,1993,MN,North,USA,N_America,3,4,1,1,NA,1,2,1,4,1,4,4,NA,0,1,1,2,0,0,NA,2,2,1,0,2,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
